ref_no,Distribution and Delivery,TV Everywhere,Post Production,Management and Systems,Product Description,Acquisition / Production,Product Image,Internet of Things (IoT),Enterprise / Mobility Solutions,Smart Cities,Cloud / Big Data / Data Centre,Security / Cyber-Security,eSports,Broadband & Infrastructure,Group,Country,booth_no,Others,company_desc,company_name,company_url,Professional Audio / Radio,Connect Everywhere,Product Name,Exhibit Sector,SatComm,Digital Display,show
2019CTA-001162,,,,,"Magellan Solutions’ call center services and back office solutions are specially designed to support the operation of small and medium-sized businesses. These services can be tailored based on the needs and capability of the client.Its call center operations include inbound, outbound, multilingual, lead generation, and live answering services.Meanwhile, the back office operation covers both the creative and technical aspects of the business such as digital marketing, accounting and finance operations, healthcare BPO, human resources, legal outsourcing, and engineering services. Following an end-to-end approach, Magellan Solutions ensures to provide the best technology, manpower, and high-quality service to its clients.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190524121823097.jpg;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,PHILIPPINES,5H2-07,,"Magellan Solutions, a BPO company comprising two facilities with the capacity of 1000-seats and has been in operations since 2005. 80% of its clients are US-based, while the 20% is from Europe, Asia and Australia. Magellan provides a comprehensive range of BPO services primarily for Small-to-Medium sized companies including inbound, outbound, and back office support services. 
Magellan Solutions is ISO 27001 Certified, PCI-DSS Certified and HIPAA compliant.","MAGELLAN SOLUTIONS OUTSOURCING, INC.",,,,BPO and Call Center;,NXT;,,,2019CTA
2019CTA-001172,,,,,"Bluebean forged a partnership with Globe Telecom in July 2007 and ran their Globe Handyphone prepaid customer service account for four years.  During this engagement, Bluebean had broken quality performance records and consistently exceeded quality metrics and service level requirements of the campaign, which established our center as the standard for quality and service level performance for Globe Telecom's other outsource partners.  At its peak, the campaign ran with around 150 managers, agents, and staff.   ;Bluebean has been providing back-end office services such as credit and personal information verification, sales application processing, documents fulfillment, and data encoding. Our back office teams have been credited with increasing productivity and breaking  efficiency records for the accounts of Globe Telecom (Online Telesales), East West Bank (Card Retail Sales), BDO Unibank (Card Telemarketing), and RCBC (Card Telemarketing).;",,;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,PHILIPPINES,5H2-07,Consultancy / Project Management;,"Bluebean, Incorporated has been delivering BPO services since 2006 to international clients as well as local partners like Globe Telecom, BDO, and RCBC.  We provide customized solutions to business processes such as telemarketing, customer service, order-taking, survey-taking, appointment setting, finance and accounting, technical support, credit verification and investigation, and data encoding and processing while using high technology servers and communication systems.   

At Bluebean, good people make it all possible.","BLUEBEAN, INC.",,,,Customer Service;Back Office Processes;,NXT;,,,2019CTA
2019CTA-000441,,,,,,,;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,USA,1S1-01,,,GENERAL DYNAMICS SATCOM TECHNOLOGIES,WWW.GDSATCOM.COM,,,,CMMA;,,,2019CTA
2019CTA-000949,,,,,"Try to wear in advance. AR(Augmented Reality) glasses shopping mall FittingMonster. 
FittingMonster make the product stand out with virtual fitting. 
FittingMonster helps sellers make more money. 
FittingMonster is an open-market shopping platform based on virtual fitting that allows many users to share and sell products more. 
Recommend products that customers need with the propensity analysis system. 
Use the video recording method, customer can see a virtual fitting with 45 degrees left and right. 
Can be virtual fitting the entire product at once, so allowing comparison selection. 
With real-time sharing, can easily promote products.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190510171616962.jpg;,,,AI;AR / VR / Mixed Reality;,,,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,5G3-07,,"INTERLINE is an IT company that develops web, app and solution software. Our main business area is developing online virtual glasses fitting software called FittingMonster. Now, only glasses virtual fitting, but in the future we plan to expand into the contact lens, hats, wigs, accessory, clothing, etc.",INTERLINE COMPANY,,,,FittingMonster;,NXT;,,,2019CTA
2019CTA-000435,,,,,"With market-leading Tier III colocation facilities built to the highest industry specifications, ViewQwest provides colocation services to ensure critical infrastructure operates in a secure and optimal environment. We enable enterprise IT teams to tackle security and cost challenges by providing them with a secure, reliable space to host their infrastructure with dedicated Internet access powered by the fastest private connections to major cloud providers.;A smarter approach to mobile and device security for businesses, ViewQwest Unified Endpoint Management (UEM), powered by IBM MaaS360 with Watson, allows you to secure your company’s critical assets across your various endpoints with ease. MaaS360 with Watson allows IT administrators to consolidate management of all types of devices, regardless of platform or operating system.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190521181415879.jpeg;,,Hosted / Managed Services;System Integration;,,Cloud Management;Data Centre Hosting;,Cloud Security;Cyber Security;Mobile Security;,,,4712c14e-333b-e911-95db-d89d671c94cf,SINGAPORE,5F2-01,,"ViewQwest is an information and communications technology company that provides premium communications services. We are dedicated to providing superior speeds on a high performance network and fanatical customer service. ViewQwest offers customised solutions to businesses including managed cybersecurity services, data centre and cloud services, as well as global connectivity solutions via Internet and Ethernet.",VIEWQWEST PTE LTD,,,,Tier 3 Colocation Services;Unified Endpoint Management;,NXT;,,,2019CTA
2019CTA-000425,,,,,"TN2000 is Tryin optical transmission system platform(support 100G),using non coherent transmission technology,Which can greatly help customers build and improve the optical network transmission in reasonable cost.It has a wavelength multiplexing / Demultiplexing, O-E-O optical signal conversion /3R, optical signal amplification(EDFA), light optical line protection(OLP) ,optical performance monitoring, dispersion compensation and other functions to make the optical transmission in a safe, stable and reliable way.Features:Support 9.6Tbps transmissionSupport long haul no relay transmissionSupport 10/40/100Gbps optical signal accessSupport C-band OPM monitoringSupport ± 400/800/1400ps/nm Dispersion tuningSupport link protection and ring network protectionSupport physical fault location ;TNM5000 is Optical network monitoring system platform,including optical cable fault alarm and positioning,optical fiber resources management,Optical fiber health status analyze,nearby construction alarm,etc.It supports real-time monitoring multiple optical fibers with several monitoring interfaces.Features:Support manual testing or automatic monitoringSupport monitoring fibers qty > 128 coresSupporting electronic map locationSupport optical network resource managementSupport ODF port monitoringSupport early alarm function of upgrading construction nearbySupport monitoring working with Optical line protection when optical line faultSupport SNMP, Web, Client, Telnet management;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190306161341229.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190306161510887.jpg;,Industrial IoT;Interoperability Protocols / Platforms;Modules / Sensors;SCADA;,,Connected Devices;Intelligent Transport Systems / Asset Tracking;,Big Data & Analytics;Cloud Architecture & Applications;Cloud Management;Data Centre Hosting;Enclosures / Server Racks;Software Defined Data Centre;Virtualisation;SaaS;,Cloud Security;Cyber Security;,,4G / 5G / LTE;Carrier Ethernet;Fibre Communications / FTTx / Photonics;Heterogeneous Network;Lightning Protection Equipment;Network Equipment;Network Security;Telecom Power & Systems;Test and Measurement;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,1K3-07,Consultancy / Project Management;,"Guilin Tryin Technology Co.,Ltd is a professional optical transmission/ protection/ monitoring system solution and equipment provider, which is located in Guilin city, Guangxi province,China. All our manufactured OTU, optical amplifier EDFA, SOA, RAMAN and HPA, DWDM Mux/ Demux , DCM, VOA, OADM, R/B Splitter, OBP, OSW, OPD, OPM, OLP and OTDR could be integrated into Tryin 1U/2U/4U managed chassis, easy for expansion and compact in size.Tryin has professional R&D team for technical support.","GUILIN TRYIN TECHNOLOGY CO.,LTD",,,Content Management / Security Service;Content Delivery Network (CDN);,Tryin TN2000 DWDM transmission system;Tryin TNM5000 optical network monitoring system;,CMMA;,Antennas / Amplifiers / Receivers / Transmitters;,,2019CTA
2019CTA-001241,,,,,,,;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,ROMANIA,BT2-01,,,HOLISUN,,,,,CMMA;,,,2019CTA
2019CTA-000475,,,,,"The management of the physical layer of fiber networks has not seen a lot of innovation in the last decade. Every time an activity is required on the MANUAL ODF or street cabinet, a truck roll and a manual intervention is necessary which is expensive, require 24/7 availability of skilled technicians and risk of making errors is substantial. Instead of a fully automated ODFs which has not seem large scale deployment and are too costly, the semi-automated solution addresses all these issues with proven OpEx reduction.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190305145933209.jpg;,Industrial IoT;,,Connected Devices;Robotics;,Enclosures / Server Racks;,,,Fibre Communications / FTTx / Photonics;,4712c14e-333b-e911-95db-d89d671c94cf,SINGAPORE,BN3-01,,"4Cube prides itself by designing and producing smart solutions and products that challenge the conventional ways of doing things. It is an industry disruptor with a purpose to maximize productivity and cost efficiency for its clients without compromising on quality, the environment and sustainability.",4CUBE PTE LTD,www.4cube.com.sg,,,Robotic Optical Distribution Frame (Semi-Automated ODF);,CMMA;,,,2019CTA
2019CTA-000445,,,,,"ORBCOMM’s ST 6100 satellite terminal delivers complete visibility and control of industrial assets operating in remote areas. The versatile, environmentally sealed ST 6100 can be installed on mobile assets such as light-and heavy-duty commercial vehicles, railcars, fishing vessels, heavy equipment and more. And with two-way satellite connectivity, the ST 6100 is ideal for remotely monitoring and controlling fixed and portable assets used in SCADA applications such as those in the energy sector, where access may be restricted, including pipelines, flow meters, pumps, generators and tanks.;ORBCOMM’s latest innovation, the GT 1200, delivers advanced remote asset management and optional cargo status detection in a single, feature-rich device. It provides advanced global cellular monitoring of trailers and containers with cutting-edge design that fits seamlessly into corrugated siding, helping avoid damage caused by impacts. The solar-powered GT 1200 comes ruggedized with an IP67 rating and features long battery life without the hassle of maintenance for up to 7-10 years. The GT 1200 comes as part of a comprehensive solution that includes wired and wireless sensors and user-friendly applications, providing complete visibility for improved business planning and decision making. ;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190220021755011.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190220021810354.jpg;,Industrial IoT;Interoperability Protocols / Platforms;LPWAN (LORA);Machine to Machine (M2M);Modules / Sensors;SCADA;Telematics;,,Connected Devices;Intelligent Transport Systems / Asset Tracking;Smart Grid / Metering;,Big Data & Analytics;,,,,4712c14e-333b-e911-95db-d89d671c94cf,CANADA,1R3-07,,"ORBCOMM is a global leader and innovator in the industrial Internet of Things (IoT), providing solutions that connect businesses to their assets to deliver increased visibility and operational efficiency. We offer a broad set of asset monitoring and control solutions, including satellite and cellular connectivity, unique hardware and powerful applications, all backed by end-to-end customer support. ORBCOMM’s diverse customer base spans transportation, supply chain, warehousing and inventory, heavy equipment, maritime, natural resources and government.",ORBCOMM,,,,ST 6100 ;GT 1200/1210;,CMMA;,Antennas / Amplifiers / Receivers / Transmitters;Mobile Satellite;Terminals / VSAT;,,2019CTA
2019CTA-000726,,,,,"SOT-A80 is high accuracy full touch type OTDR which is developed tomeet field engineers latest requirements by Atomowave in South Korea.It is a customized product for convenient using with 7 inches multi touchscreen. With simple portability, A80 provide you reliable measurements,minimizing truck rollls and accelerating workflow in the field.;Power meter is the best essential tool for all technicians installing or maintainingoptical fiber network. SMT-50 Multi Tester is made for the best performanceof different parameters and demanding applications on fiber measurement. It isdesigned for handy size with simplicity and accuracy. SMT-50 provides 4 exquisitefunctions to optimize the time of all technicians and can be tested at up to 6 wavelengthsin operating. Six main wavelengths (850, 1300, 1310, 1490 1550 and 1625nm) used in FTTX networks can be tested of passive optical networks (PONs) .;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190329152809448.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190329154515789.jpg;,,,,,,,Fibre Communications / FTTx / Photonics;Test and Measurement;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BK3-09,,"Atomowave expansion of business and global areas has occurred primarily in the experience of technical field and professional manpower from expertise. Atomowave’s flagship, measuring the quality in the top 1 percent in optical communication market, provides outstanding services to the development and convenience of global communication.With inimitable know-how, Atomowave will continue to dedicate its passion and technique to the development of optical communication focusing on where it’s needed.","ATOMOWAVE CO.,LTD",www.atomowave.com,,,SOT-A80;SMT-50;,CMMA;,,,2019CTA
2019CTA-000716,,,,,"ChinaCache’s CDN, Datacenter and Internet Exchange services have been integrated into a distinctive 3-tier Internet ecosystem that is pushing the boundaries of the Internet landscape in China.;",,;,,,,Cloud Management;Data Centre Hosting;,,,Network Equipment;Network Security;,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,1F3-01,,"With 20 years of experience, ChinaCache (NASDAQ: CCIH) is an industry leader in providing IT services including content delivery network (CDN), data center management, Internet Exchange center operations and cloud hosting services. As the China Internet expert, ChinaCache has been assisting foreign companies to enter the China market and guiding them through the complex Internet landscape in China.","BEIJING BLUE I.T. TECHNOLOGIES CO., LTD",,,Connected Devices / Streaming Media;Content Delivery Network (CDN);,CDN/ IDC / IX ;,CMMA;,,,2019CTA
2019CTA-001076,,,,,"Innovative and easy to use cloud software solution for restaurants with delivery module, eCommerce and customer facing application, used by Pizza Hut, Burger King and other restaurant chains. Our solution integrates customer facing eCommerce platform with the operational software (restaurant point of sale).;",,;,Interoperability Protocols / Platforms;,mCommerce / mPayment;,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,ROMANIA,5J3-11,,"Based in Romania with subsidiaries in Hungary and Bulgaria, Bit Soft was established in 1994 as a software provider for hotels and restaurants. Our unique know-how in HORECA processes complements our technical capabilities as Oracle Hospitality Gold Partner and our software development capabilities. Our end to end Breeze restaurant solution comprising eCommerce platform, customer Mobile App, restaurant POS and stock inventory changed the life of restaurant operators as Burger King or Pizza Hut.",BIT SOFT SRL,,,,"Breeze POS, Egenda Loyalty & eCommerce platform, Oracle hospitality consulting services;",NXT;,,,2019CTA
2019CTA-001088,,,,," Our SaaS analytics solution produces the highest quality analysis on the market based on proprietary combination of advanced algorithms and global scale human analysis. We call it the SocialAI. It can reliably and efficiently analyse content that no one else can. For instance, sentiments from pictures and videos as well as our natural language containing sarcasm and irony in almost any language or dialect in the world. It has applications in Cyber Security, Media, Financial sector and Insurance, Pharma, Healthcare as well as IT in general.;",,;,,,AI;FinTech;mHealth;,Big Data & Analytics;,Cyber Security;,,4G / 5G / LTE;,4712c14e-333b-e911-95db-d89d671c94cf,FINLAND,5H3-05,,"InsightsAtlas crafts accurate and unbiased insights from social media and other online sources to help management make better decisions. As the first on the market, our scalable analytics SaaS combines millions of in-market human analysts and advanced computer algorithms into one seamless platform. Capable of reliably interpreting the Internet’s most complicated content, such as multi-tone and multi-dimensional text, pictures, sound and video, the service is available globally. HQ in Finland.",INSIGHTSATLAS,,,,InsightsAtlas analytics Saas;,NXT;,,,2019CTA
2019CTA-001098,,,,,"We create digital products and services: Web and mobile apps with a wide variety of software development and even embedded solutions. We take an end to end approach through design, development, testing and launch and are a lean, agile and flexible partner for digital innovation, commercial service creation, internationalisation and software development. We offer use of our low barrier, high scalable solution using micro-services, open source by design, ready to be adapted. We also utilise existing libraries, know-hows and best in class solutions. ;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190524104810489.jpg;,,,AI;FinTech;mHealth;Robotics;,Big Data & Analytics;,,,,4712c14e-333b-e911-95db-d89d671c94cf,FINLAND,5H4-08,Academic Institutions;,"Nolwenture creates digital products and services. Our work covers innovation, commercial strategy and execution, design and development of web-based and native mobile apps along with offering a wide variety of software development and embedded solutions. We select technology choices that support the business model and goals of the client from ideation through to deployment, future iterations and long-term maintenance. Nolwenture has an international clientele across a wide range of industries.",NOLWENTURE,,,,"Start up, scales up and technology firms with digital products - Nolwenture can design, build, enhance, modernise, scale and localise their product vision.;",NXT;,,,2019CTA
2019CTA-000011,,,,,"The Israel Export & International Cooperation Institute, a non-profit organization supported by the government of Israel and the private sector, facilitates business ties, joint ventures and strategic alliances between overseas and Israeli companies. Charged with promoting Israel’s business community in foreign markets, it provides comprehensive, professional trade information, advice, contacts and promotional activities to Israeli companies, and complementary services to business people, commercial groups, and business delegations from abroad.;",,;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,ISRAEL,1E2-01,Government / Agencies;,"The Israel Export & International Cooperation Institute, a non-profit organization supported by the government of Israel and the private sector, facilitates business ties, joint ventures and strategic alliances between overseas and Israeli companies. Charged with promoting Israel’s business community in foreign markets, it provides comprehensive, professional trade information, advice, contacts and promotional activities to Israeli companies, and complementary services to business people, commercial groups, and business delegations from abroad.",THE ISRAEL EXPORT AND INTERNATIONAL COOPERATION INSTITUTE,www.export.gov.il,,,", facilitates business ties, joint ventures and strategic alliances between overseas and Israeli companies;",CMMA;,,,2019CTA
2019CTA-001028,,,,,"CandyBox is an integrated device management platform that allows you to efficiently and stably manage multiple devices from a single integrated platform.
Supported dashboard allows administrators to monitor the status of their devices in real-time. Quickly and accurately control and restore devices remotely without on-site visits. 
;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/2019051413245995.jpg;,Industrial IoT;,Hosted / Managed Services;,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,5A2-01,,"Established in July, 2017, CottonCandy is a start-up company that was spin-off from CLONIX which has grown up as a backup/restore specialized solution development company. We were established with the goal of providing a ""Life Changing Solution"" that doesn't stop at making our customers' IT environments more efficient and productive, but that can create operational value for our customers and change their lives.","COTTONCANDY CO., LTD.",,,,CandyBox;,NXT;,,,2019CTA
2019CTA-001038,,,,,"It is a festival platform that include AR/VR-based contents for people who have trouble with traveling can enjoy all South Korea festivals more. It is an application that combines AR/VR-based game services and local festival. The purpose of the application is to discover unfamous local festival and to improve satisfaction and interesting through AR/VR-based games and 360˚ Videos of the various festival services. ;Travel Walking is a navigation app to help walkers, navigate alleys and provide local stories to help them enjoy walking momometns. It combines GPS services With 3D mapping technology. 
When traveling alone in a new place, the 3D character will follow you to the destination.
We've made the pedestrian navigation app for travelers who go tourist sites on foot. We sure that it will help them who are not used to looking at new maps and looking for directions.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190516134554402.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190516134617857.jpg;,,Location Based Services (LBS);,AR / VR / Mixed Reality;,,,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BJ3-01,,"Interfo connects 3D, AR, and VR based contents with local cultural contents to create new media contents that are not exist. Interfo is not  just the informative app, it's also interesting to add elements that are available directly to users using the new content configurations they don't already have. And  look forward to increasing the number of tourists coming in by providing continuous application access and visiting Gangneung area.","INTERFO CO.,LTD.",,,,KFestAR;Travel Walking;,CMMA;,,,2019CTA
2019CTA-001008,,,,,"Cloudify radically simplifies end-to-end network automation through its open source, intent-based orchestration platform, which connects and manages distributed containers, network elements, and edge devices on physical servers or the cloud -- all under a common automation scheme. With its award-winning TOSCA-based technology, Cloudify ensures flexibility, prevents vendor lock-in, and reduces cost and time. ;",,;,Industrial IoT;,,,Cloud Architecture & Applications;Software Defined Data Centre;,,,4G / 5G / LTE;Heterogeneous Network;Software-Defined Networking (SDN) / Network;,4712c14e-333b-e911-95db-d89d671c94cf,ISRAEL,1E2-01,,"Cloudify provides universal core-to-edge orchestration that enables service providers and enterprises to automate, manage and virtually transform their network and application services from their core location to branches and multi-access edge devices. Cloudify radically simplifies end-to-end network automation through its open source, intent-based orchestration platform, which connects and manages distributed containers, network elements, and edge devices on physical servers or the cloud -- all under a common automation scheme. Cloudify ensures flexibility, prevents vendor lock-in",CLOUDIFY,,,Connected Devices / Streaming Media;,Cloudify Orchestration;,CMMA;,Mobile Satellite;Satellite Broadband Communications;Satellite Operators;,,2019CTA
2019CTA-000041,,,,,"MIERU5D is Japan First ""Visual Control Service"" using IoT information with VR, AR, MR, and web analysis. we can realize ""VISUAL CONTROL"" of all information with the latest Visualization Technologies.;Sherpa CTI is totally a new system centering on inquiries correspondence and customer management functions required for improving the efficiency of a business. It is designed to control and monitor customer interactions, distribution, call handling, and reporting activities.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190306094724449.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190308193042586.jpg;,,,AI;AR / VR / Mixed Reality;,Cloud Architecture & Applications;,,,,4712c14e-333b-e911-95db-d89d671c94cf,JAPAN,5A4-01,,"SHERPA VR is the service of making content including 3D VR, AR, and MR by using Unreal Engine 4, Unity, and other game software with a high level of 3D CG creating skill. In addition, we have achieved overwhelming advantage and cost performance with value-added services not found in other companies such as VR controller using IoT sensor.","SHERPA CO., LTD",,,,MIERU5D;SherpaCTI;,NXT;,,,2019CTA
2019CTA-001078,,,,,"New mobility series of BUC introduce the smallest and lightest form factors to meet new mobile applications for airborne, maritime, vehicle, and portable antenna systems. By adopting various new patented design, this small and light form factor does not sacrifice any performance and reliability.;New mobility series of BUC introduce the smallest and lightest form factors to meet new mobile applications for airborne, maritime, vehicle, and portable antenna systems. By adopting various new patented design, this small and light form factor does not sacrifice any performance and reliability.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190524083818491.tif;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190524083836975.tif;,,,,,,,RF Components / Antennas / Repeaters;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,1Q3-05,,"Founded in 2010, XMW is very specialized in Ka-band transmitters and receivers used for SATCOM, RADAR, and Terrestrial communication systems. XMW has been contributing to global leading Ka-band services since 2012 and the products have been deployed and fully proven in the fields and are being evolved to better optimize the features to meet new needs from the customers.",XMW INC,,,,Ku-band 16W BUC;C-band 30W BUC;,CMMA;,Antennas / Amplifiers / Receivers / Transmitters;RF Microwave;,,2019CTA
2019CTA-000148,,,,,"built-in CWDM (1310/1490/1550) wavelength division multiplexer. Conveniently multiplex the data stream of OLT and ONU to the fiber amplifier output by 1310nm and 1490nm optical connector. Thus reduced the equipment quantity, improved the system indexes and reliability. It is the ideal equipment for FTTx network, provides a flexible and low cost solution for the integration of three networks and the FTTH.;1550nm directly modulated optical transmitter with electronically controlled dispersion compensation. It supports up to 1.2GHz band and DOCSIS 3.1 system. With two RF inputs and high isolation, it enables the signal transmission of QAM and IPQAM smoothly. Support a transmission distance of 50KM with electronically controlled dispersion compensation. Built-in CWDM is optional for multi-wavelength networking.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190124162207822.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190124162449884.jpg;,,,,,,,,4712c14e-333b-e911-95db-d89d671c94cf,CHINA,1L5-01,,"Specialized in EDFA , Optical transmitter , FTTX Solution , GPON , EPON Solution , CATV Amplifier .",HANGZHOU PREVAIL OPTOELECTRONIC EQUIPMENT CO LTD,,,,EDFA;OPTICAL TRANSMITTER;,CMMA;,,,2019CTA
2019CTA-000988,,,,,"FEATURES• Up to 100 Fingerprints / Up to 200 RFID cards can be registered• Guest Pin Number Registration (One-Time Pin Number)• Auto-Lock, Re-Lock, Double Lock Function for user convenience & security• Random Number and Multi-touch Features that enhance pin number security• Home Network Module and Remote Control (Optional);FEATURES• Up to 100 Fingerprints / Up to 200 RFID cards can be registered• Guest Pin Number Registration (One-Time Pin Number)• Auto-Lock, Re-Lock, Double Lock Function for user convenience & security• Random Number and Multi-touch Features that enhance pin number security• Home Network Module and Remote Control (Optional);",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190508175622613.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190508221520005.jpg;,,,Biometrics;,,Biometrics / Identity & Access Management / Smart Card / RFID;Cyber Security;,,Network Security;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BH2-07,,We are a modest South Korean company that develops and manufacture high quality digital door locks & fingerprint security solutions.We have been in the business for many years. Started as a locksmith company. And has evolved into a reputable security enterprise.Operating locally all over South Korea with thousands of networks for more than 20 years.,EPIC SYSTEMS CO LTD,www.globalepic.net,,Digital Signage;,Epic ES-F300D;EPIC ES-F9000K;,CMMA;,,,2019CTA
2019CTA-000918,,,,,"Low code strategy allows anyone to build scalable and integrated platform in no time. Let ONEWEB help you realize your digital visions with less time, less work, less codes and less pains! This platform has Flexible and Friendly UX/UI Development Platform and Tools for Web and Mobile Experience all in one place, Process Automation and Microservices to integrate seamlessly with partners and legacy systems, is build on Cloud Native Architecture to provide interoperability and massive scalability and comprehensive Security framework to support identity management, access control and cyber security. ;",,;,Industrial IoT;Interoperability Protocols / Platforms;,Enterprise Mobility;Robotic Process Automation / Machine Learning;System Integration;,AI;,SaaS;,,,,4712c14e-333b-e911-95db-d89d671c94cf,THAILAND,5J2-01,,"Fast growing solution company providing broad range of solutions and services in strategic industry sectors including Banking, Financial Services, Insurance, Telecommunication, Retail, Manufacturing, Public Sector, Education, and beyond. Our mission is to provide innovative and   pragmatic  solutions  that  help  corporate medium  to  large  to   achieve   growth,  productivity,  profitability and  competitiveness.",AVALANT COMPANY LIMITED,http://avalant.co.th/,,,ONEWEB All-in-One Digital Creation Platform;,NXT;,,,2019CTA
2019CTA-000908,,,,," Sports training gear that trainers and trainees carry and wear each corresponding equipment to deliver training contents more easily, quickly and clearly.;The headset is equipped with a walkie-talkie function, so it can be used in a variety of environments (leisure sports, industrial / shooting sites, event venues, etc.) instead of a walkie-talkie as a headset.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/2019042316045111.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190423160526221.jpg;,,,,,,,Wireless Communications;,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,BH2-09,,"DNF Korea co, will strive to create a new paradigm in the radio communication industry based on its constant challenge and reliability.","DNF KOREA CO., LTD.",www.realx1.com,,,Real X2 ;Real X1 A40H;,CMMA;,,,2019CTA
2019CTA-000978,,,,,"Xinapse developed inference-based hybrid cahtbot engine independently which is an alternative to resolve the problem occurred when solely using either ML or rule-based method. So, Xinapse chatbot can answer more to a variety of customer questions with relatively less data;Xinapse New Curation is the most effective way to add value to your life and to find more opportunities.;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190509000651241.jpg;https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190509001035561.jpg;,,System Integration;Unified Communications & Collaboration;,AI;FinTech;,Big Data & Analytics;Data Centre Hosting;Software Defined Data Centre;,,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,5J5-01,,"Xinapse is an Artificial Intelligence Solution provider, trying to help people enjoy the benefits of AI technologies.The solution includes Chatbot, News curation and Smart CS platform based on Machine learning, Natural language processing and Big data Analytics.",XINAPSE,,,,Chatbot & Intelligent contact centre;A.I. based News Curation;,NXT;,,,2019CTA
2019CTA-000968,,,,,"'IoT device are using various wireless communication environment and have development environment. In order to provide the same level of security as the existing system and to ensure compatibility, we developed a hardware-based security module instead of the existing software method. our approach make IoT devices provid secure functions without understanding security algorithm and considering development environment. we provide such as encryption of the transmission period, prevention of forgery of firmware from the end device, gateway, platform, and service through minimizing burden (no resource sharing, low power, minimum interface). ;",,https://oemfile.ubmasia.com/FileUpload/2019CTA_14071/20190515150950984.jpg;,Industrial IoT;Machine to Machine (M2M);,,Additive Manufacturing;Connected Devices;Drones;Smart Grid / Metering;,,Cloud Security;Cyber Security;,,,4712c14e-333b-e911-95db-d89d671c94cf,KOREA,5G4-01,,"As security threats targeting IoT devices increase, convergence security markets including end devices are being created.
However, iot security technology for device manufacturers have many difficulties; limited resource, understanding security etc. so we are making simple security based on hardware. We are providing end-to-end encryption and integrated device authentication management function as service level  through security hardware module.",CIOT INC,,,,IoT End-to-End Security Solution;,NXT;,,,2019CTA
